ENROLLMENT ID,ENROLLMENT STATE,PROVIDER TYPE CODE,PROVIDER TYPE TEXT,NPI,MULTIPLE NPI FLAG,CCN,ASSOCIATE ID,ORGANIZATION NAME,DOING BUSINESS AS NAME,INCORPORATION DATE,INCORPORATION STATE,ORGANIZATION TYPE STRUCTURE,ORGANIZATION OTHER TYPE TEXT,PROPRIETARY_NONPROFIT,ADDRESS LINE 1,ADDRESS LINE 2,CITY,STATE,ZIP CODE,health_system,affiliation_type,latitude,longitude,geocoded,estimated_annual_visits,estimated_medicare_visits,estimated_medicaid_visits,volume_category,quality_score,patient_satisfaction,comprehensive_score,viability_category
O20150218002078,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1144626219,N,263457,5193040020,MERCY HOSPITAL LINCOLN,MERCY HOSPITAL LINCOLN- FAMILY MEDICINE,,,CORPORATION,,N,900 E CHERRY ST,,TROY,MO,633791429,MERCY,Affiliated,,,False,2400,840,600,Low,3.228514851084688,82.55391225825755,100.0,Strong
O20150219000013,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1578969366,N,268663,5193040020,MERCY HOSPITAL LINCOLN,MERCY HOSPITAL LINCOLN FAMILY MEDICINE ELSBERRY,2014-10-31,MO,CORPORATION,,N,106 BROADWAY ST,STE 3C,ELSBERRY,MO,633431345,MERCY,Affiliated,,,False,2400,840,600,Low,3.9788936801741412,80.00917187624381,100.0,Strong
O20150611002608,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1104229186,N,268728,5092616276,SGOH ACQUISITION INC,OCH JASPER COUNTY CLINIC CARTHAGE CAMPUS,1991-08-21,MO,CORPORATION,,N,327 E AIRPORT DR,,CARTHAGE,MO,648363402,Independent,Independent,,,False,2400,840,600,Low,3.780392263184117,65.2244475520145,86.64401380793792,Strong
O20150713000474,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1053452623,N,268730,5496641896,NORTHWEST MEDICAL CENTER ASSOCIATION INC,MOSAIC FAMILY CARE GRANT CITY,,,OTHER,501(C)(3),N,307 E 2ND ST,,GRANT CITY,MO,644568141,Regional System,Affiliated,,,False,1200,420,300,Low,4.341525621587638,75.99332305429226,100.0,Strong
O20150806011729,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1316140494,N,268731,2567351570,JOHN FITZGIBBON MEMORIAL HOSPITAL INC.,FITZGIBBON FAMILY HEALTH,1961-04-12,MO,CORPORATION,,N,600 W MORRISON ST,,FAYETTE,MO,652481471,MEMORIAL,Affiliated,,,False,2400,840,600,Low,4.326901026017452,82.5138712337179,100.0,Strong
O20151019000623,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1619065828,N,268729,7810973252,SULLIVAN COUNTY MEMORIAL HOSPITAL,SULLIVAN COUNTY MEMORIAL HOSPITAL MILAN FAMILY PRACTICE,,,OTHER,COUNTY/GOVERNMENT,N,210 N MARKET ST,,MILAN,MO,635561316,MEMORIAL,Affiliated,,,False,1200,420,300,Low,3.111165316021454,58.305947188786284,98.27525598296445,Strong
O20151030001566,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1558514901,N,268628,8426024159,PEMISCOT COUNTY MEMORIAL HOSPITAL,BOOTHEEL PRIMARY CARE CLINIC STEELE,,,OTHER,COUNTY GOVERNMENT,N,213 S WALNUT ST,,STEELE,MO,638771714,MEMORIAL,Affiliated,,,False,1200,420,300,Low,3.3310874800424384,80.43360192379934,100.0,Strong
O20151207002965,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1730588674,N,793836,345540779,MIDWEST HEALTH SOLUTIONS LLC,MIDWEST RURAL CONVENIENT CARE,2015-06-29,MO,LLC,,P,24 SOUTHTOWNE DR,,POTOSI,MO,636645729,Independent,Independent,,,False,1800,630,450,Low,3.75751763360433,68.37376241054153,76.86744677547148,Strong
O20151211000859,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1780927871,N,268736,7315192515,SOUTHEAST HEALTH CENTER OF STODDARD COUNTY LLC,MERCY HOSPITAL STODDARD,2012-11-30,MO,LLC,,N,2002 KANELL BLVD,,POPLAR BLUFF,MO,639014011,Independent,Independent,36.76091760795476,-90.38724105943912,True,10200,3570,2550,High,3.7568929754561045,80.70598668593159,100.0,Strong
O20160210000609,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1093188807,N,268738,5092622001,CAMERON REGIONAL MEDICAL CENTER INC,MAYSVILLE FAMILY HEALTH CLINIC,1963-06-28,MO,CORPORATION,,N,1007 S POLK ST,,MAYSVILLE,MO,644694030,Regional System,Affiliated,,,False,2400,840,600,Low,4.057523843153024,67.36740843457483,100.0,Strong
O20160301000374,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1962877514,N,268713,3971495532,SAINT LUKE'S HOSPITAL OF TRENTON,SAINT LUKE'S MERCER COUNTY CLINIC,1995-02-14,MO,CORPORATION,,N,400 N FULLERTON ST,,PRINCETON,MO,646731418,Regional System,Affiliated,,,False,2400,840,600,Low,5.0,56.95117899335481,100.0,Strong
O20160304001747,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1912366329,N,268617,345236667,COX-MONETT HOSPITAL INC,COXHEALTH CENTER MT VERNON,1993-10-15,MO,CORPORATION,,N,10763 HIGHWAY 39,STE 200,MOUNT VERNON,MO,657127855,COXHEALTH,Affiliated,,,False,2400,840,600,Low,4.085445255346584,58.72457562116837,100.0,Strong
O20160309001276,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1538529813,N,268543,345236667,COX-MONETT HOSPITAL INC,COXHEALTH CENTER CRANE,,,CORPORATION,,N,102 CORTNEY LN,,CRANE,MO,656339192,COXHEALTH,Affiliated,,,False,2400,840,600,Low,4.367782820090299,75.48084946661382,100.0,Strong
O20160309002522,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1790145076,N,268735,345236667,COX-MONETT HOSPITAL INC,COXHEALTH MONETT,1993-10-15,MO,CORPORATION,,N,1000 E HIGHWAY 60,,MONETT,MO,657088258,COXHEALTH,Affiliated,,,False,2400,840,600,Low,4.277000881746601,77.59722501721483,100.0,Strong
O20160314001231,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1922485259,N,793844,1850609637,HEALTHY CHOICE,,2015-02-10,MO,LLC,,P,111 E FIRST STREET,,MONTGOMERY CITY,MO,633612550,Independent,Independent,,,False,1800,630,450,Low,3.825695625652899,65.95683374895592,76.89846587750718,Strong
O20160427002194,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1982064267,N,268565,345236667,COX-MONETT HOSPITAL INC,COXHEALTH CENTER AURORA,,,CORPORATION,,N,106 COMMERCE DR,,AURORA,MO,656056260,COXHEALTH,Affiliated,,,False,2400,840,600,Low,3.642365377679827,81.38592458777374,100.0,Strong
O20160512001234,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1033578588,N,268741,8123015518,PIKE COUNTY MEMORIAL HOSPITAL,PCMH CLINIC,1990-01-01,MO,OTHER,COUNTY OWNED NOT FOR PROFIT,N,425 N GALLOWAY RD,,VANDALIA,MO,633821259,MEMORIAL,Affiliated,,,False,1200,420,300,Low,4.179484610246633,58.3847993773104,100.0,Strong
O20160531000720,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1144605312,N,268737,9830095280,NEVADA CITY HOSPITAL,NEVADA REGIONAL PRIMARY CARE CENTER,2015-07-30,MO,OTHER,"SELF-FUNDED, INDEPENDANT",N,627 S ASH ST,STE B,NEVADA,MO,647723279,Regional System,Affiliated,37.82926146066074,-94.35259548580878,True,1200,420,300,Low,3.413587392731214,74.33920201352683,100.0,Strong
O20160531001382,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1467811786,N,793842,6305748153,MERITAS HEALTH CORPORATION,MERITAS HEALTH RICHMOND,1993-01-25,MO,CORPORATION,,P,902 WOLLARD BLVD,,RICHMOND,MO,640852229,Independent,Independent,,,False,2400,840,600,Low,3.3815906966299956,62.889838002375434,74.81534658675753,Strong
O20160613001424,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1366831943,N,793839,9931007929,SAINT FRANCIS MEDICAL CENTER,SAINT FRANCIS CLINIC DEXTER,1972-05-08,MO,CORPORATION,,N,1212 SAINT FRANCIS DR,,DEXTER,MO,638412769,Regional System,Affiliated,36.79825843634687,-89.94783602949389,True,6400,2240,1600,Medium,3.557318226085448,68.4816389219784,100.0,Strong
O20160708001380,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1609230507,N,268740,1355252891,MISSOURI DELTA MEDICAL CENTER,BENTON COMMUNITY CARE CENTER,1966-01-01,MO,CORPORATION,,N,6468 STATE HIGHWAY 77,,BENTON,MO,637368237,Regional System,Affiliated,,,False,2400,840,600,Low,3.8409370696931613,75.47398671316414,100.0,Strong
O20160715001052,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1518372481,N,263897,9931007929,SAINT FRANCIS MEDICAL CENTER,SAINT FRANCIS CLINIC CAPE GIRARDEAU KINGSHIGHWAY,1972-05-08,MO,CORPORATION,,N,1702 N KINGSHIGHWAY ST,,CAPE GIRARDEAU,MO,637012122,Regional System,Affiliated,37.303018646213104,-89.51855030732229,True,32000,11200,8000,High,4.957329283336754,66.39586634716048,100.0,Strong
O20160728002257,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1689096919,N,263968,9931007929,SAINT FRANCIS MEDICAL CENTER,SAINT FRANCIS CLINIC POPLAR BLUFF,1972-05-08,MO,CORPORATION,,N,225 PHYSICIANS PARK,STE 400,POPLAR BLUFF,MO,639013923,Regional System,Affiliated,36.76634530566477,-90.39441773194093,True,13600,4760,3400,High,2.8663674037041256,71.15444455770175,100.0,Strong
O20160728002602,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1457757767,N,263933,9931007929,SAINT FRANCIS MEDICAL CENTER,SAINT FRANCIS CLINIC PIEDMONT,1972-05-08,MO,CORPORATION,,N,420 PIEDMONT AVE,,PIEDMONT,MO,639571024,Regional System,Affiliated,,,False,2400,840,600,Low,4.1431300951872565,85.0629280921444,100.0,Strong
O20160729001627,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1598186157,N,263914,9931007929,SAINT FRANCIS MEDICAL CENTER,SAINT FRANCIS CLINIC JACKSON,1972-05-08,MO,CORPORATION,,N,2130 E JACKSON BLVD,,JACKSON,MO,637552907,Regional System,Affiliated,,,False,2400,840,600,Low,2.993642064405174,69.23108130476851,98.89767638809754,Strong
O20161110001445,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1154871143,N,268744,3274432802,STE GENEVIEVE COUNTY MEMORIAL HOSPITAL,PLAZA FAMILY HEALTH CARE,1969-04-01,MO,OTHER,POLITICAL SUBDIVISION,N,120 PLAZA DR,,STE GENEVIEVE,MO,636701828,MEMORIAL,Affiliated,,,False,1200,420,300,Low,3.564034067105283,83.35692112065142,100.0,Strong
O20161111000456,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1821462284,N,268739,1355252891,MISSOURI DELTA MEDICAL CENTER,DEXTER COMMUNITY CARE CENTER,1966-01-01,MO,CORPORATION,,N,911B W BUSINESS US HIGHWAY 60,,DEXTER,MO,638412741,Regional System,Affiliated,36.79704267045819,-89.9534401152457,True,6400,2240,1600,Medium,4.344475298483683,63.702931453423815,100.0,Strong
O20161128000820,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1033669353,N,268754,1254236300,HANNIBAL REGIONAL HEALTHCARE SYSTEM INC,HANNIBAL REGIONAL MEDICAL GROUP,1965-08-06,MO,CORPORATION,,N,6500 HOSPITAL DR,,HANNIBAL,MO,634016890,HANNIBAL,Affiliated,39.707302774009484,-91.36579463593092,True,13600,4760,3400,High,3.8321400095477314,80.29804177915283,100.0,Strong
O20161212000175,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1477009959,N,268749,8123937356,BATES COUNTY MEMORIAL HOSPITAL,FAMILY CARE CLINIC RICH HILL,,,OTHER,HOSPITAL DISTRICT,N,225 N 14TH ST,,RICH HILL,MO,647791372,MEMORIAL,Affiliated,,,False,1200,420,300,Low,3.261127611035347,89.41568620657901,100.0,Strong
O20161215001405,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1346790508,N,268743,4183904865,WESTERN MISSOURI MEDICAL CENTER,FAMILY PRACTICE OF CENTRAL MISSOURI - WARRENSBURG,,,OTHER,GOVERNMENT,N,513 BURKARTH RD,,WARRENSBURG,MO,640933103,Regional System,Affiliated,,,False,1200,420,300,Low,3.4423481453700155,50.283554998727105,98.79774808135278,Strong
O20161228000986,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1194275362,N,268742,4183904865,WESTERN MISSOURI MEDICAL CENTER,FAMILY PRACTICE OF CENTRAL MISSOURI - HIGGINSVILLE,,,OTHER,LOCAL GOVERNMENT,N,1200 W 22ND ST,,HIGGINSVILLE,MO,640371420,Regional System,Affiliated,,,False,1200,420,300,Low,4.1397988744673375,67.03104744529523,100.0,Strong
O20170201001862,AR,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1386191989,N,268748,5092616276,SGOH ACQUISITION INC,OCH PINEVILLE MEDICAL CLINIC,1991-08-21,MO,CORPORATION,,P,5265 S BUSINESS HIGHWAY 71,STE I&J,PINEVILLE,MO,648568505,Independent,Independent,,,False,2400,840,600,Low,3.1348166841414318,80.7707212718054,75.61633886374626,Strong
O20170202000120,AR,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1801343405,N,268746,5092616276,SGOH ACQUISITION INC,OCH SOUTHWEST CITY COMMUNITY CLINIC,1991-08-21,MO,CORPORATION,,P,109 N BROADWAY ST,,SOUTH WEST CITY,MO,648639417,Independent,Independent,,,False,2400,840,600,Low,3.6082292947909873,72.96954613957007,76.72987179312096,Strong
O20170206002308,AR,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1972050581,N,268745,5092616276,SGOH ACQUISITION INC,OCH GOODMAN FAMILY CLINIC,1991-08-21,MO,CORPORATION,,P,912B STATE HIGHWAY 59,,GOODMAN,MO,648438252,Independent,Independent,,,False,2400,840,600,Low,3.522785919951907,78.71145873371309,76.96228955317893,Strong
O20170207000588,AR,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1063969665,N,268747,5092616276,SGOH ACQUISITION INC,OCH ANDERSON RURAL HEALTH CLINIC,1991-08-21,MO,CORPORATION,,P,104 E MAIN ST,,ANDERSON,MO,648314103,Independent,Independent,,,False,2400,840,600,Low,3.1741998261970914,68.9601481328418,74.59281411807255,Strong
O20170220000378,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1851834659,N,268751,4183528169,CITIZENS MEMORIAL HEALTHCARE,CMH EL DORADO SPRINGS MEDICAL CENTER,,,OTHER,STATE GOVERNMENT-HOSP DIST,N,322 E HOSPITAL RD,,EL DORADO SPRINGS,MO,647442022,MEMORIAL,Affiliated,,,False,1200,420,300,Low,4.871972044662662,75.865897874729,100.0,Strong
O20170406001251,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1255703500,N,268753,1557316783,COMMUNITY HOSPITAL ASSOCIATION,SOUTH HOLT FAMILY MEDICINE,1976-10-07,MO,CORPORATION,,N,101 S WASHINGTON ST,,OREGON,MO,644739311,Regional System,Affiliated,,,False,2400,840,600,Low,4.116959511159005,73.44322764607921,100.0,Strong
O20170410000575,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1740726165,N,268752,1557316783,COMMUNITY HOSPITAL ASSOCIATION,WEST NODAWAY FAMILY MEDICINE,1976-10-07,MO,CORPORATION,,N,226 W MAIN ST,,BURLINGTON JUNCTION,MO,644287249,Regional System,Affiliated,,,False,2400,840,600,Low,2.7874287066711965,86.67782061659807,99.81749688834459,Strong
O20170411001889,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1518174507,N,268755,1557316783,COMMUNITY HOSPITAL ASSOCIATION,MOUND CITY FAMILY MEDICINE,1976-10-07,MO,CORPORATION,,N,514 STATE ST,,MOUND CITY,MO,644701145,Regional System,Affiliated,,,False,2400,840,600,Low,3.8932271573847137,77.54420843301213,100.0,Strong
O20170711002093,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1083154991,N,268759,1254236300,HANNIBAL REGIONAL HEALTHCARE SYSTEM INC,EXPRESS CARE AT WALMART,1965-08-06,MO,CORPORATION,,N,3650 STARDUST DR,,HANNIBAL,MO,634012480,HANNIBAL,Affiliated,39.71326160745212,-91.36040313240173,True,13600,4760,3400,High,3.4691067676158056,78.37602662075201,100.0,Strong
O20170724002446,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1942730015,N,268757,1254236300,HANNIBAL REGIONAL HEALTHCARE SYSTEM INC,COMPLETE FAMILY MEDICINE LANCASTER RHC,1965-08-06,MO,CORPORATION,,N,1000 W WASHINGTON ST,,LANCASTER,MO,635489038,HANNIBAL,Affiliated,,,False,2400,840,600,Low,4.226216667398112,70.88123033877532,100.0,Strong
O20170725000081,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1154851228,N,268756,1254236300,HANNIBAL REGIONAL HEALTHCARE SYSTEM INC,COMPLETE FAMILY MEDICINE LA PLATA RHC,1965-08-06,MO,CORPORATION,,N,29934 JULY RD,,LA PLATA,MO,635493129,HANNIBAL,Affiliated,,,False,2400,840,600,Low,3.4037396307836496,70.12393775927507,100.0,Strong
O20170804000925,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1083134951,N,268758,1254236300,HANNIBAL REGIONAL HEALTHCARE SYSTEM INC,COMPLETE FAMILY MEDICINE KIRKSVILLE RHC,1965-08-06,MO,CORPORATION,,N,1611 S BALTIMORE ST,,KIRKSVILLE,MO,635014518,HANNIBAL,Affiliated,40.188703166264276,-92.57502085939298,True,2400,840,600,Low,3.74263177926655,70.6744181218038,100.0,Strong
O20171113002842,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1427572007,N,268766,1355252891,MISSOURI DELTA MEDICAL CENTER,CHAFFEE MEDICAL CLINIC,1966-01-01,MO,CORPORATION,,N,209 W YOAKUM AVE,,CHAFFEE,MO,637401138,Regional System,Affiliated,,,False,2400,840,600,Low,4.052493639490229,78.94452142378297,100.0,Strong
O20180227000146,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1134633456,N,268767,8123015518,PIKE COUNTY MEMORIAL HOSPITAL,MEDICAL WALK-IN CLINIC,1990-01-01,MO,OTHER,COUNTY (OWNED NOT FOR PROFIT),N,1420 S BUSINESS 61,,BOWLING GREEN,MO,633345230,MEMORIAL,Affiliated,,,False,1200,420,300,Low,4.232877597085061,70.79015519179737,100.0,Strong
O20180309000070,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1154838209,N,268761,3870491863,OZARKS MEDICAL CENTER,OZARKS HEALTHCARE PEDIATRICS,1955-09-06,MO,OTHER,HOSPITAL,N,312 N KENTUCKY AVE,,WEST PLAINS,MO,657752073,OZARKS,Affiliated,36.72064840627869,-91.85899868797293,True,4800,1680,1200,Low,3.1998517964721116,77.89774856896413,100.0,Strong
O20180802002883,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1437513686,N,268773,4284624552,FREEMAN NEOSHO HOSPITAL,FREEMAN CLINIC OF ANDERSON,,,CORPORATION,,N,510 PARK ST,,ANDERSON,MO,648319280,FREEMAN,Affiliated,,,False,2400,840,600,Low,3.632749382079526,95.75400798645438,100.0,Strong
O20180822000052,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1477870467,N,793800,5698024891,WT REGIONAL MEDICAL ASSOCIATES,WEST TENNESSEE MEDICAL GROUP PRIMARY CARE CARUTHERSVILLE,,,CORPORATION,,N,108 W 15TH ST,,CARUTHERSVILLE,MO,638302202,Regional System,Affiliated,,,False,2400,840,600,Low,3.5625273444195216,83.71124703431693,100.0,Strong
O20190103001427,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1679041040,N,268768,7315192515,SOUTHEAST HEALTH CENTER OF STODDARD COUNTY LLC,MERCY HOSPITAL STODDARD,2012-12-07,MO,LLC,,N,522 VIRGINIA ST,,SIKESTON,MO,638015812,Independent,Independent,36.87029761219431,-89.59039390947609,True,9600,3360,2400,Medium,3.173335383713144,71.73976467832159,94.86731800268474,Strong
O20190123003866,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1588168215,N,793853,5799022141,BGMG CORPORATION,BOWLING GREEN MEDICAL GROUP,2018-02-26,MO,CORPORATION,,P,905 HIGHWAY 161,,BOWLING GREEN,MO,633342431,Independent,Independent,,,False,2400,840,600,Low,4.382727120140548,87.01213922163944,81.23212240272613,Strong
O20190220000146,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1417424151,N,263830,9931007929,SAINT FRANCIS MEDICAL CENTER,SAINT FRANCIS CLINIC CHARLESTON,1972-05-08,MO,CORPORATION,,N,112 W COMMERCIAL ST,,CHARLESTON,MO,638341601,Regional System,Affiliated,,,False,2400,840,600,Low,4.0024908554804774,70.91924626978448,100.0,Strong
O20190226002216,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1033686886,N,268933,9931007929,SAINT FRANCIS MEDICAL CENTER,SAINT FRANCIS CLINIC SCOTT CITY,2012-12-11,MO,CORPORATION,,N,100 E OUTER RD,,SCOTT CITY,MO,637801229,Regional System,Affiliated,,,False,2400,840,600,Low,3.169558022832477,54.61875464822146,98.14010755615205,Strong
O20190329001162,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1093289431,N,268693,3678813896,MOSAIC MEDICAL CENTER - MARYVILLE,MOSAIC FAMILY CARE - SAVANNAH,2018-10-12,MO,CORPORATION,,N,301 E PRICE AVE,STE A,SAVANNAH,MO,644852482,Regional System,Affiliated,,,False,2400,840,600,Low,4.258930973527388,64.91913689082595,100.0,Strong
O20190402000695,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1598239790,N,268542,3678813896,MOSAIC MEDICAL CENTER - MARYVILLE,MOSAIC SPECIALTY CARE - EAST,2018-10-12,MO,CORPORATION,,N,114 E SOUTH HILLS DR,,MARYVILLE,MO,644682659,Regional System,Affiliated,,,False,2400,840,600,Low,4.861078098506316,56.29208078974144,100.0,Strong
O20190416000538,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1821562265,N,268540,3678813896,MOSAIC MEDICAL CENTER - MARYVILLE,MOSAIC SPECIALTY CARE - WEST,,,CORPORATION,,N,2016 S MAIN ST,,MARYVILLE,MO,644682655,Regional System,Affiliated,,,False,2400,840,600,Low,4.316232630275573,71.48486515958692,100.0,Strong
O20190506000754,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1972507523,N,268771,1557316783,COMMUNITY HOSPITAL ASSOCIATION,TARKIO FAMILY MEDICINE,,,CORPORATION,,N,102 S 6TH ST,,TARKIO,MO,644911513,Regional System,Affiliated,,,False,2400,840,600,Low,3.0403150170229933,75.18418379189552,99.67967844728153,Strong
O20190510000487,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1689183881,N,268770,1557316783,COMMUNITY HOSPITAL ASSOCIATION,FAIRFAX FAMILY MEDICINE,,,CORPORATION,,N,309 E MAIN ST,,FAIRFAX,MO,644469312,Regional System,Affiliated,,,False,2400,840,600,Low,3.557882963566874,91.76437312275283,100.0,Strong
O20190517001371,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1952878704,N,263930,9931007929,SAINT FRANCIS MEDICAL CENTER,SAINT FRANCIS CLINIC EAST PRAIRIE,,,CORPORATION,,N,320 N LINCOLN ST,,EAST PRAIRIE,MO,638451160,Regional System,Affiliated,,,False,2400,840,600,Low,4.433455574593311,78.26927373764163,100.0,Strong
O20190520000385,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1588131338,N,263931,9931007929,SAINT FRANCIS MEDICAL CENTER,SAINT FRANCIS CLINIC SIKESTON,2019-01-01,MO,CORPORATION,,N,1012 N MAIN ST,,SIKESTON,MO,638015044,Regional System,Affiliated,36.88379817332415,-89.58686508040222,True,12800,4480,3200,High,3.4461652671906093,72.80899471191135,100.0,Strong
O20190802000308,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1215388293,N,268775,5092852111,WESTERN MISSOURI MEDICAL CENTER,WESTERN MO FAMILY HEALTHCARE - CONCORDIA,,,OTHER,HOSPITAL DISTRICT,N,905 S MAIN ST,,CONCORDIA,MO,640208335,Regional System,Affiliated,,,False,1200,420,300,Low,4.021909714073114,83.2940558118349,100.0,Strong
O20190802001096,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1972817658,N,268774,5092852111,WESTERN MISSOURI MEDICAL CENTER,WESTERN MISSOURI FAMILY HEALTHCARE - KNOB NOSTER,,,OTHER,HOSPITAL DISTRICT,N,600 E ALLEN ST,STE A,KNOB NOSTER,MO,653361184,Regional System,Affiliated,,,False,1200,420,300,Low,4.187317026714668,52.88864690992115,100.0,Strong
O20190807003853,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1285088666,N,268772,6709171606,WESTERN MISSOURI MEDICAL CENTER,CENTRAL FAMILY AND SPORTS MEDICINE,,,OTHER,COUNTY-OWNED,N,407 E RUSSELL AVE,BLDG C,WARRENSBURG,MO,640931242,Regional System,Affiliated,,,False,1200,420,300,Low,3.3365347642109584,77.35614558108566,100.0,Strong
O20190926001338,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1396741302,N,268779,1557316783,COMMUNITY HOSPITAL ASSOCIATION,ROCK PORT FAMILY MEDICINE,1976-10-07,MO,CORPORATION,,N,100 E CASS ST,,ROCK PORT,MO,644821528,Regional System,Affiliated,,,False,2400,840,600,Low,3.7702373219690997,82.70865193886966,100.0,Strong
O20191010002373,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1982254371,N,268778,5092616276,SGOH ACQUISITION INC,OCH NEWTON COUNTY CLINIC,1991-08-21,MO,CORPORATION,,P,117 E HICKORY ST,,NEOSHO,MO,648501806,Independent,Independent,,,False,2400,840,600,Low,1.8793663299654637,60.214137542201584,68.53887907408202,Stable
O20191028003189,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1467859579,N,268776,5092852111,WESTERN MISSOURI MEDICAL CENTER,WESTERN MISSOURI FAMILY HEALTHCARE & EXPRESS CARE,,,OTHER,COUNTY-OWNED,N,427 BURKARTH RD,,WARRENSBURG,MO,640933101,Regional System,Affiliated,,,False,1200,420,300,Low,3.287806179332855,86.43754043206928,100.0,Strong
O20191101001726,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1295241784,N,268762,8820329782,COX BARTON COUNTY HOSPITAL,GOLDEN CITY CLINIC,,,LLC,,N,403 MAIN ST,,GOLDEN CITY,MO,64748,COXHEALTH,Affiliated,,,False,1800,630,450,Low,3.6737159243034196,78.38496407494414,100.0,Strong
O20200121000961,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1356412308,N,263906,7012828163,SSM CARDINAL GLENNON CHILDREN'S HOSPITAL,SSM HEALTH CARNINAL GLENNON PEDIATRICS,1999-12-22,MO,CORPORATION,,N,132 PROFESSIONAL PKWY,,TROY,MO,633792823,SSM,Affiliated,,,False,2400,840,600,Low,3.176108409017575,70.84712086099199,99.78914572216951,Strong
